unit_id,unit_title,type,twi,english,pron_hint,VERIFIED (Y/N),corrected_twi,corrected_english,notes
unit_060,News,headword,amanneɛbɔ,"news — reports, the paper, and the truth.",amanneehbaw,,,,
unit_060,News,example,"amanneɛbɔ, kaseɛbɔ, asɛm.",,"amanneehbaw, kaseehbaw, asehm.",,,,
unit_060,News,glossary,amanneɛbɔ,news,amanneehbaw,,,,
unit_060,News,glossary,kaseɛbɔ,report,kaseehbaw,,,,
unit_060,News,glossary,asɛm,story / matter,asehm,,,,
unit_060,News,glossary,nsɛm,matters,nsehm,,,,
unit_060,News,glossary,nokorɛ,truth,nokoreh,,,,
unit_060,News,glossary,krataa,newspaper,krataa,,,,
unit_060,News,glossary,kenkan,to read,kenkan,,,,
unit_060,News,glossary,tie,to hear,tie,,,,
unit_060,News,glossary,berɛ,time,bereh,,,,
unit_060,News,glossary,ɔman,nation,awman,,,,
unit_061,Photography,headword,mfoni,photography — taking pictures and keeping memories.,mfoni,,,,
unit_061,Photography,example,"mfoni, kamera, twa mfoni.",,"mfoni, kamera, chwa mfoni.",,,,
unit_061,Photography,glossary,mfoni,photo / picture,mfoni,,,,
unit_061,Photography,glossary,kamera,camera,kamera,,,,
unit_061,Photography,glossary,twa mfoni,to take a photo,chwa mfoni,,,,
unit_061,Photography,glossary,mfonitwafoɔ,photographer,mfonichwafoaw,,,,
unit_061,Photography,glossary,hann,light,hann,,,,
unit_061,Photography,glossary,animu,face,animu,,,,
unit_061,Photography,glossary,kae,keepsake / memory,kae,,,,
unit_061,Photography,glossary,baabi,location,baabi,,,,
unit_061,Photography,glossary,ahoɔfɛ,beauty,ahoawfeh,,,,
unit_061,Photography,glossary,adeɛ,the subject,adeeh,,,,
unit_062,Kente & Cloth,headword,kente,"kente — Ghana’s woven cloth, and its colours.",kente,,,,
unit_062,Kente & Cloth,example,"kente, ntoma, nwene.",,"kente, ntoma, nwene.",,,,
unit_062,Kente & Cloth,glossary,kente,kente cloth,kente,,,,
unit_062,Kente & Cloth,glossary,ntoma,cloth,ntoma,,,,
unit_062,Kente & Cloth,glossary,nwene,to weave,nwene,,,,
unit_062,Kente & Cloth,glossary,ɔnwenfoɔ,weaver,awnwenfoaw,,,,
unit_062,Kente & Cloth,glossary,adwinneɛ,design / craft,ajwinneeh,,,,
unit_062,Kente & Cloth,glossary,asaawa,thread,asaawa,,,,
unit_062,Kente & Cloth,glossary,kɔkɔɔ,red,kawkawaw,,,,
unit_062,Kente & Cloth,glossary,sikakɔkɔɔ,gold,sikakawkawaw,,,,
unit_062,Kente & Cloth,glossary,tuntum,black,tuntum,,,,
unit_062,Kente & Cloth,glossary,fitaa,white,fitaa,,,,
unit_063,Visual Art,headword,adwinneɛ,"visual art — craft, carving, and colour.",ajwinneeh,,,,
unit_063,Visual Art,example,"adwinneɛ, ɔdwumfoɔ, mfoni.",,"ajwinneeh, awjwumfoaw, mfoni.",,,,
unit_063,Visual Art,glossary,adwinneɛ,art / craft,ajwinneeh,,,,
unit_063,Visual Art,glossary,ɔdwumfoɔ,artisan,awjwumfoaw,,,,
unit_063,Visual Art,glossary,mfoni,picture,mfoni,,,,
unit_063,Visual Art,glossary,ahoɔfɛ,beauty,ahoawfeh,,,,
unit_063,Visual Art,glossary,adwene,design / idea,ajwene,,,,
unit_063,Visual Art,glossary,dua,wood,dua,,,,
unit_063,Visual Art,glossary,dadeɛ,metal,dadeeh,,,,
unit_063,Visual Art,glossary,ntoma,cloth,ntoma,,,,
unit_063,Visual Art,glossary,kɔkɔɔ,red,kawkawaw,,,,
unit_063,Visual Art,glossary,tuntum,black,tuntum,,,,
unit_064,Social Media,headword,intanɛt,social media — sharing online with friends.,intaneht,,,,
unit_064,Social Media,example,"intanɛt, fɔn, nkra.",,"intaneht, fawn, nkra.",,,,
unit_064,Social Media,glossary,intanɛt,internet,intaneht,,,,
unit_064,Social Media,glossary,fɔn,phone,fawn,,,,
unit_064,Social Media,glossary,nkra,message,nkra,,,,
unit_064,Social Media,glossary,mfoni,photo,mfoni,,,,
unit_064,Social Media,glossary,kyɛ,to share,cheh,,,,
unit_064,Social Media,glossary,hwɛ,to view,hweh,,,,
unit_064,Social Media,glossary,adamfoɔ,friend / follower,adamfoaw,,,,
unit_064,Social Media,glossary,kasa,to chat,kasa,,,,
unit_064,Social Media,glossary,amanneɛbɔ,news,amanneehbaw,,,,
unit_064,Social Media,glossary,berɛ,time,bereh,,,,
unit_065,The Twi Alphabet & Sounds,headword,a e ɛ i o ɔ u,the Twi alphabet — its vowels and the sounds English misses.,a e eh i o aw u,,,,
unit_065,The Twi Alphabet & Sounds,example,"ɛ, ɔ — the two vowels English forgets.",,"eh, aw — the chwo vowels English forgets.",,,,
unit_065,The Twi Alphabet & Sounds,glossary,ɛ,vowel — the ‘e’ in ‘bed’,eh,,,,
unit_065,The Twi Alphabet & Sounds,glossary,ɔ,vowel — the ‘aw’ in ‘law’,aw,,,,
unit_065,The Twi Alphabet & Sounds,glossary,ky,sounds like ‘ch’ in ‘church’,ch,,,,
unit_065,The Twi Alphabet & Sounds,glossary,gy,sounds like ‘j’ in ‘joy’,j,,,,
unit_065,The Twi Alphabet & Sounds,glossary,hy,sounds like ‘sh’ in ‘ship’,sh,,,,
unit_065,The Twi Alphabet & Sounds,glossary,tw,a rounded ‘chw’ sound,chw,,,,
unit_065,The Twi Alphabet & Sounds,glossary,dw,a rounded ‘jw’ sound,jw,,,,
unit_065,The Twi Alphabet & Sounds,glossary,ny,sounds like ‘ny’ in ‘canyon’,ny,,,,
unit_065,The Twi Alphabet & Sounds,glossary,kw,sounds like ‘qu’ in ‘queen’,kw,,,,
unit_065,The Twi Alphabet & Sounds,glossary,nw,a rounded ‘nw’ sound,nw,,,,
